"","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"224","ASV_224","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Cercospora",NA
"225","ASV_225","k__Fungi",NA,NA,NA,NA,NA,NA
"226","ASV_226",NA,NA,NA,NA,NA,NA,NA
"227","ASV_227","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Neopyrenochaetaceae","g__Neopyrenochaeta",NA
"228","ASV_228","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis"
"229","ASV_229","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__laurentii"
"230","ASV_230","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Cymbellales","f__Gomphonemataceae","g__Gomphonema","s__parvulum"
"231","ASV_231",NA,NA,NA,NA,NA,NA,NA
"232","ASV_232","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Leotiaceae","g__Alatospora",NA
"233","ASV_233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__sporulosa"
"234","ASV_234",NA,NA,NA,NA,NA,NA,NA
"235","ASV_235","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__changchunensis"
"236","ASV_236","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__nigrescens"
"237","ASV_237",NA,NA,NA,NA,NA,NA,NA
"238","ASV_238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__buxi"
"239","ASV_239","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Hymenoscyphus","s__immutabilis"
"240","ASV_240","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Seimatosporium",NA
"241","ASV_241","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__atrocastanea"
"242","ASV_242","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__zsoltii"
"243","ASV_243","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina","s__incrustans"
"244","ASV_244","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"245","ASV_245",NA,NA,NA,NA,NA,NA,NA
"246","ASV_246","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium","s__cboliae"
"247","ASV_247","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA
"248","ASV_248",NA,NA,NA,NA,NA,NA,NA
"249","ASV_249",NA,NA,NA,NA,NA,NA,NA
"250","ASV_250","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Querciphoma",NA
"251","ASV_251",NA,NA,NA,NA,NA,NA,NA
"252","ASV_252","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia",NA
"253","ASV_253","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA
"254","ASV_254",NA,NA,NA,NA,NA,NA,NA
"255","ASV_255","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Thelidium",NA
"256","ASV_256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Butlerelfia","s__eustacei"
"257","ASV_257","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Leotiaceae","g__Alatospora",NA
"258","ASV_258","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiaceae","g__Pythium",NA
"259","ASV_259","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Ophiognomonia","s__setacea"
"260","ASV_260","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Calloriaceae","g__Calloriaceae_gen_Incertae_sedis",NA
"261","ASV_261","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Diplodia",NA
"262","ASV_262","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"263","ASV_263",NA,NA,NA,NA,NA,NA,NA
"264","ASV_264","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__indica"
"265","ASV_265","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__chartarum"
"266","ASV_266",NA,NA,NA,NA,NA,NA,NA
"267","ASV_267","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"268","ASV_268","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria",NA
"269","ASV_269","k__Fungi",NA,NA,NA,NA,NA,NA
"270","ASV_270","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"271","ASV_271","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Pseudosperma","s__obsoletum"
"272","ASV_272",NA,NA,NA,NA,NA,NA,NA
"273","ASV_273","k__Fungi","p__Blastocladiomycota","c__Blastocladiomycetes","o__Blastocladiales","f__Blastocladiales_fam_Incertae_sedis","g__Blastocladiales_gen_Incertae_sedis",NA
"274","ASV_274","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__flanaganii"
"275","ASV_275","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Sidera","s__vesiculosa"
"276","ASV_276",NA,NA,NA,NA,NA,NA,NA
"277","ASV_277",NA,NA,NA,NA,NA,NA,NA
"278","ASV_278","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__sporulosa"
"279","ASV_279","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__carnescens"
"280","ASV_280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__quadriseptata"
"281","ASV_281",NA,NA,NA,NA,NA,NA,NA
"282","ASV_282","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata"
"283","ASV_283","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica"
"284","ASV_284","k__Fungi",NA,NA,NA,NA,NA,NA
"285","ASV_285","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"286","ASV_286","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma",NA
"287","ASV_287","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"288","ASV_288","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Jahnulales","f__Aliquandostipitaceae","g__Xylomyces","s__aquaticus"
"289","ASV_289","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Amniculicola","s__parva"
"290","ASV_290","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Parasola",NA
"291","ASV_291",NA,NA,NA,NA,NA,NA,NA
"292","ASV_292",NA,NA,NA,NA,NA,NA,NA
"293","ASV_293",NA,NA,NA,NA,NA,NA,NA
"294","ASV_294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Discosiaceae","g__Discosia",NA
"295","ASV_295","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"296","ASV_296","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tricladiaceae","g__Tricladium","s__angulatum"
"297","ASV_297","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula",NA
"298","ASV_298","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__desmazieri"
"299","ASV_299","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Schwanniomyces","s__occidentalis"
"300","ASV_300",NA,NA,NA,NA,NA,NA,NA
"301","ASV_301","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__canadensis"
"302","ASV_302",NA,NA,NA,NA,NA,NA,NA
"303","ASV_303","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Roesleria","s__subterranea"
"304","ASV_304","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis",NA
"305","ASV_305",NA,NA,NA,NA,NA,NA,NA
"306","ASV_306",NA,NA,NA,NA,NA,NA,NA
"307","ASV_307",NA,NA,NA,NA,NA,NA,NA
"308","ASV_308","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chrysanthemicola"
"309","ASV_309","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Mycosphaerella","s__ulmi"
"310","ASV_310","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__sporulosa"
"311","ASV_311","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Mycoarthris",NA
"312","ASV_312","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawae"
"313","ASV_313","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae","g__Rutstroemia",NA
"314","ASV_314","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA
"315","ASV_315","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__lacerata"
"316","ASV_316","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__yunnanensis"
"317","ASV_317",NA,NA,NA,NA,NA,NA,NA
"318","ASV_318","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA
"319","ASV_319",NA,NA,NA,NA,NA,NA,NA
"320","ASV_320",NA,NA,NA,NA,NA,NA,NA
"321","ASV_321",NA,NA,NA,NA,NA,NA,NA
"322","ASV_322","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"323","ASV_323","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Discosiaceae","g__Discosia",NA
"324","ASV_324","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__decemgibbosa"
"325","ASV_325","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Papulaspora","s__byssina"
"326","ASV_326","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"327","ASV_327","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Murilentithecium","s__lonicerae"
"328","ASV_328","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae","g__Pectenia",NA
"329","ASV_329","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__equiseti"
"330","ASV_330","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Paulisebacina",NA
"331","ASV_331","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe","s__cuppatea"
"332","ASV_332","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__pistaciae"
"333","ASV_333","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Monochaetia","s__ilicis"
"334","ASV_334","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Nothodactylariaceae","g__Nothodactylaria",NA
"335","ASV_335","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"336","ASV_336","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Fragilariales","f__Fragilariaceae","g__Tabularia",NA
"337","ASV_337","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__hawaiiensis"
"338","ASV_338",NA,NA,NA,NA,NA,NA,NA
"339","ASV_339","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula","s__cryptocephala"
"340","ASV_340","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Calyptella","s__gibbosa"
"341","ASV_341","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Trematosphaeriaceae","g__Trematosphaeria","s__grisea"
"342","ASV_342","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis",NA
"343","ASV_343",NA,NA,NA,NA,NA,NA,NA
"344","ASV_344","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__atrocastanea"
"345","ASV_345","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Efibulobasidium",NA
"346","ASV_346","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","s__glomerata"
"347","ASV_347","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Hymenoscyphus","s__crataegi"
"348","ASV_348","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"349","ASV_349","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__aplospora"
"350","ASV_350","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Hymenella",NA
"351","ASV_351",NA,NA,NA,NA,NA,NA,NA
"352","ASV_352","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neodidymelliopsis","s__ranunculi"
"353","ASV_353",NA,NA,NA,NA,NA,NA,NA
"354","ASV_354","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium","s__gossypinum"
"355","ASV_355",NA,NA,NA,NA,NA,NA,NA
"356","ASV_356","k__Fungi","p__Blastocladiomycota","c__Blastocladiomycetes","o__Blastocladiales","f__Blastocladiales_fam_Incertae_sedis","g__Blastocladiales_gen_Incertae_sedis",NA
"357","ASV_357",NA,NA,NA,NA,NA,NA,NA
"358","ASV_358","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__equiseti"
"359","ASV_359","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Sclerostagonospora",NA
"360","ASV_360",NA,NA,NA,NA,NA,NA,NA
"361","ASV_361","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina","s__incrustans"
"362","ASV_362",NA,NA,NA,NA,NA,NA,NA
"363","ASV_363",NA,NA,NA,NA,NA,NA,NA
"364","ASV_364",NA,NA,NA,NA,NA,NA,NA
"365","ASV_365","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Niesslia",NA
"366","ASV_366","k__Fungi",NA,NA,NA,NA,NA,NA
"367","ASV_367","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolaceae_gen_Incertae_sedis",NA
"368","ASV_368","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomeriaceae_gen_Incertae_sedis",NA
"369","ASV_369","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__solani"
"370","ASV_370","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inosperma","s__vinaceum"
"371","ASV_371","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__taminensis"
"372","ASV_372","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__takashimae"
"373","ASV_373","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__dioscoreae"
"374","ASV_374","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA
"375","ASV_375","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"376","ASV_376","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"377","ASV_377",NA,NA,NA,NA,NA,NA,NA
"378","ASV_378","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__circinata"
"379","ASV_379","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__maculata"
"380","ASV_380","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"381","ASV_381",NA,NA,NA,NA,NA,NA,NA
"382","ASV_382","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinales_fam_Incertae_sedis","g__Sebacinales_gen_Incertae_sedis",NA
"383","ASV_383","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Cercospora",NA
"384","ASV_384","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium",NA
"385","ASV_385",NA,NA,NA,NA,NA,NA,NA
"386","ASV_386","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hymenogaster",NA
"387","ASV_387","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber","s__mexiusanum"
"388","ASV_388","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia",NA
"389","ASV_389","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Podila","s__minutissima"
"390","ASV_390","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chrysanthemicola"
"391","ASV_391",NA,NA,NA,NA,NA,NA,NA
"392","ASV_392","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__quercina"
"393","ASV_393","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Leptosphaeriaceae_gen_Incertae_sedis",NA
"394","ASV_394","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula","s__cryptocephala"
"395","ASV_395",NA,NA,NA,NA,NA,NA,NA
"396","ASV_396","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"397","ASV_397","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__acaciae"
"398","ASV_398",NA,NA,NA,NA,NA,NA,NA
"399","ASV_399","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"400","ASV_400","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"401","ASV_401","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__floriforme"
"402","ASV_402","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria",NA
"403","ASV_403","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae","g__Rutstroemia",NA
"404","ASV_404","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"405","ASV_405","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli"
"406","ASV_406","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"407","ASV_407","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__candida"
"408","ASV_408","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Mycoarthris",NA
"409","ASV_409",NA,NA,NA,NA,NA,NA,NA
"410","ASV_410","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Xenodidymella",NA
"411","ASV_411","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"412","ASV_412","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Calvatia","s__cyathiformis"
"413","ASV_413","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Mycoarthris",NA
"414","ASV_414","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__pinetorum"
"415","ASV_415",NA,NA,NA,NA,NA,NA,NA
"416","ASV_416","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__luteola"
"417","ASV_417","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__sorghinum"
"418","ASV_418","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__canadensis"
"419","ASV_419",NA,NA,NA,NA,NA,NA,NA
"420","ASV_420","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"421","ASV_421",NA,NA,NA,NA,NA,NA,NA
"422","ASV_422","k__Fungi","p__Aphelidiomycota","c__Aphelidiomycota_cls_Incertae_sedis","o__Aphelidiomycota_ord_Incertae_sedis","f__Aphelidiomycota_fam_Incertae_sedis","g__Aphelidiomycota_gen_Incertae_sedis",NA
"423","ASV_423",NA,NA,NA,NA,NA,NA,NA
"424","ASV_424","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"425","ASV_425",NA,NA,NA,NA,NA,NA,NA
